,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.793749988079071,0.8131803,300,100,100,100,0.001,0,0
1,2,0.8291139006614685,0.8131803,300,100,100,100,0.001,0,0
2,3,0.753164529800415,0.8131803,300,100,100,100,0.001,0,0
3,4,0.9240506291389465,0.8131803,300,100,100,100,0.001,0,0
4,5,0.7658227682113647,0.8131803,300,100,100,100,0.001,0,0
