,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.5874999761581421,0.77319616,130,10,200,100,0.01,0,0.5
1,2,0.7151898741722107,0.77319616,130,10,200,100,0.01,0,0.5
2,3,0.8164557218551636,0.77319616,130,10,200,100,0.01,0,0.5
3,4,0.9113923907279968,0.77319616,130,10,200,100,0.01,0,0.5
4,5,0.8354430198669434,0.77319616,130,10,200,100,0.01,0,0.5
