,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.65625,0.795807,130,10,200,100,0.01,0,0
1,2,0.797468364238739,0.795807,130,10,200,100,0.01,0,0
2,3,0.8734177350997925,0.795807,130,10,200,100,0.01,0,0
3,4,0.8037974834442139,0.795807,130,10,200,100,0.01,0,0
4,5,0.8481012582778931,0.795807,130,10,200,100,0.01,0,0
