,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.53125,0.6467563,100,20,200,100,0.001,0.8,0
1,2,0.7848101258277893,0.6467563,100,20,200,100,0.001,0.8,0
2,3,0.8607594966888428,0.6467563,100,20,200,100,0.001,0.8,0
3,4,0.5253164768218994,0.6467563,100,20,200,100,0.001,0.8,0
4,5,0.5316455960273743,0.6467563,100,20,200,100,0.001,0.8,0
