,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.875,0.8787974,300,100,100,100,0.001,0.5,0.8
1,2,0.8417721390724182,0.8787974,300,100,100,100,0.001,0.5,0.8
2,3,0.8987341523170471,0.8787974,300,100,100,100,0.001,0.5,0.8
3,4,0.892405092716217,0.8787974,300,100,100,100,0.001,0.5,0.8
4,5,0.8860759735107422,0.8787974,300,100,100,100,0.001,0.5,0.8
