,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.5874999761581421,0.65547466,100,20,200,100,0.001,0,0.4
1,2,0.5569620132446289,0.65547466,100,20,200,100,0.001,0,0.4
2,3,0.8037974834442139,0.65547466,100,20,200,100,0.001,0,0.4
3,4,0.6898733973503113,0.65547466,100,20,200,100,0.001,0,0.4
4,5,0.6392405033111572,0.65547466,100,20,200,100,0.001,0,0.4
