,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.831250011920929,0.8181488,100,20,200,100,0.001,0.2,0.2
1,2,0.7594936490058899,0.8181488,100,20,200,100,0.001,0.2,0.2
2,3,0.8670886158943176,0.8181488,100,20,200,100,0.001,0.2,0.2
3,4,0.8291139006614685,0.8181488,100,20,200,100,0.001,0.2,0.2
4,5,0.8037974834442139,0.8181488,100,20,200,100,0.001,0.2,0.2
