,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10728.015885635032,22523.47750538793,100,100,0.0005,150,100
1,10133.093564701127,10311.060631061422,100,100,0.0005,150,100
2,10056.098431604127,10069.102235991379,100,100,0.0005,150,100
3,10014.91505216444,10016.314705684268,100,100,0.0005,150,100
4,9989.098657612602,9986.03263907597,100,100,0.0005,150,100
5,9969.193417397879,9965.518133755388,100,100,0.0005,150,100
6,9954.774064521442,9961.496607287178,100,100,0.0005,150,100
7,9942.219669475473,9950.805798760775,100,100,0.0005,150,100
8,9932.140155201845,9932.423466123384,100,100,0.0005,150,100
9,9924.68478368696,9930.614619814116,100,100,0.0005,150,100
10,9917.004079850713,9924.523639547413,100,100,0.0005,150,100
11,9910.885599469933,9917.430083176185,100,100,0.0005,150,100
12,9905.643001598437,9910.312996699893,100,100,0.0005,150,100
13,9901.512877803816,9904.610873518319,100,100,0.0005,150,100
14,9897.048989091698,9908.61256566541,100,100,0.0005,150,100
15,9894.234379679265,9907.465887661638,100,100,0.0005,150,100
16,9890.31838183547,9898.361126077587,100,100,0.0005,150,100
17,9888.060009695437,9898.717840786638,100,100,0.0005,150,100
18,9883.772819837086,9894.243694436962,100,100,0.0005,150,100
19,9882.362161502006,9895.756878030712,100,100,0.0005,150,100
20,9880.538712958942,9886.728751346982,100,100,0.0005,150,100
21,9878.07467731792,9884.769354458513,100,100,0.0005,150,100
22,9876.630793397371,9888.880025929418,100,100,0.0005,150,100
23,9874.400618973108,9881.179216056034,100,100,0.0005,150,100
24,9872.315162501498,9878.711585735453,100,100,0.0005,150,100
25,9871.231304934565,9876.719583445582,100,100,0.0005,150,100
26,9868.984156478347,9876.691987136315,100,100,0.0005,150,100
27,9868.476996735744,9877.076727505388,100,100,0.0005,150,100
28,9867.127899740208,9877.342226225754,100,100,0.0005,150,100
29,9865.532835802736,9877.017005657328,100,100,0.0005,150,100
30,9864.208862246196,9873.902865705819,100,100,0.0005,150,100
31,9863.187638974156,9871.350905845906,100,100,0.0005,150,100
32,9862.323225342148,9879.994241648707,100,100,0.0005,150,100
33,9861.155212139136,9870.255741514009,100,100,0.0005,150,100
34,9860.359278139225,9870.483920393319,100,100,0.0005,150,100
35,9859.160107585649,9865.996371565194,100,100,0.0005,150,100
36,9858.254157058576,9866.406106883082,100,100,0.0005,150,100
37,9857.280765696125,9870.140305091594,100,100,0.0005,150,100
38,9856.195516048005,9865.932709792565,100,100,0.0005,150,100
39,9856.474707171628,9864.010615907866,100,100,0.0005,150,100
40,9855.434615233438,9865.583041487069,100,100,0.0005,150,100
41,9854.683170276563,9861.666630185884,100,100,0.0005,150,100
42,9853.248351963046,9868.686531856143,100,100,0.0005,150,100
43,9852.84573213644,9860.466039197197,100,100,0.0005,150,100
44,9852.030871915429,9859.050495016163,100,100,0.0005,150,100
45,9851.25565910248,9863.133309199893,100,100,0.0005,150,100
46,9850.737621941633,9859.311237203663,100,100,0.0005,150,100
47,9850.034896082894,9856.836383688038,100,100,0.0005,150,100
48,9848.954398227868,9857.534213362069,100,100,0.0005,150,100
49,9848.579262997126,9857.671900255928,100,100,0.0005,150,100
50,9848.585941711339,9858.088176858837,100,100,0.0005,150,100
51,9847.224430627097,9854.715677195582,100,100,0.0005,150,100
52,9847.387192291566,9857.422725282866,100,100,0.0005,150,100
53,9846.550376961548,9856.984206627156,100,100,0.0005,150,100
54,9845.828718330738,9853.402200633082,100,100,0.0005,150,100
55,9845.397652319418,9854.054906384697,100,100,0.0005,150,100
56,9845.063994089152,9850.946735250538,100,100,0.0005,150,100
57,9843.958444387878,9851.995554956897,100,100,0.0005,150,100
58,9843.72120146667,9851.669080010775,100,100,0.0005,150,100
59,9843.173545965352,9853.05412345097,100,100,0.0005,150,100
60,9842.319024766412,9854.181202855603,100,100,0.0005,150,100
61,9841.886863339272,9848.552279768319,100,100,0.0005,150,100
62,9841.526630630091,9849.25056404903,100,100,0.0005,150,100
63,9841.399035510003,9849.435639480065,100,100,0.0005,150,100
64,9840.385078667794,9848.412984913793,100,100,0.0005,150,100
65,9839.705542775964,9849.205364358837,100,100,0.0005,150,100
66,9839.60525256798,9849.16981243265,100,100,0.0005,150,100
67,9838.97414565989,9846.874730603447,100,100,0.0005,150,100
68,9839.37645759089,9846.716847386853,100,100,0.0005,150,100
69,9838.250095456995,9849.109501279634,100,100,0.0005,150,100
70,9838.442305604636,9848.357514480065,100,100,0.0005,150,100
71,9838.614958766322,9846.355140422953,100,100,0.0005,150,100
72,9837.817536760302,9845.149531923491,100,100,0.0005,150,100
73,9836.354565184027,9845.845534752156,100,100,0.0005,150,100
74,9836.66454212461,9844.970955684268,100,100,0.0005,150,100
75,9836.282812406414,9843.920805832435,100,100,0.0005,150,100
76,9836.804862504492,9846.46754613416,100,100,0.0005,150,100
77,9836.03696712536,9846.312415813578,100,100,0.0005,150,100
78,9835.190112433367,9842.810782596982,100,100,0.0005,150,100
79,9834.293217218945,9839.259218413254,100,100,0.0005,150,100
80,9834.478455730414,9843.147966056034,100,100,0.0005,150,100
81,9833.791280939296,9844.32673592403,100,100,0.0005,150,100
82,9833.923154778839,9841.833319302263,100,100,0.0005,150,100
83,9833.800756449898,9838.532925309806,100,100,0.0005,150,100
84,9833.52226721595,9842.548516635237,100,100,0.0005,150,100
85,9834.332896446005,9841.741253030712,100,100,0.0005,150,100
86,9832.178024021472,9842.162580818966,100,100,0.0005,150,100
87,9832.561110726372,9841.434856546337,100,100,0.0005,150,100
88,9832.148636368742,9841.704716123384,100,100,0.0005,150,100
89,9832.068350484398,9843.320447198275,100,100,0.0005,150,100
90,9831.369575328672,9841.498030037716,100,100,0.0005,150,100
91,9831.496642159798,9840.06265153556,100,100,0.0005,150,100
92,9831.498865746287,9842.258123989763,100,100,0.0005,150,100
93,9830.661811305852,9839.96743669181,100,100,0.0005,150,100
94,9830.95246475578,9837.085045123922,100,100,0.0005,150,100
95,9830.63863631259,9840.232775457975,100,100,0.0005,150,100
96,9829.937169176,9837.21882576778,100,100,0.0005,150,100
97,9829.646743606252,9836.7240116514,100,100,0.0005,150,100
98,9828.926597313728,9837.053828798491,100,100,0.0005,150,100
99,9829.068291993592,9838.236235519935,100,100,0.0005,150,100
