,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs,dropout_input,dropout_hidden
0,10540.73154404498,14085.164096174569,100,100,0.0005,100,200,0,0
1,10085.298754192621,10276.5634765625,100,100,0.0005,100,200,0,0
2,10020.966721070916,10050.603532462284,100,100,0.0005,100,200,0,0
3,9984.321867887518,10004.626481681034,100,100,0.0005,100,200,0,0
4,9961.878384512009,9967.504748114225,100,100,0.0005,100,200,0,0
5,9945.992812649736,9950.363651670259,100,100,0.0005,100,200,0,0
6,9933.535684538962,9937.83169450431,100,100,0.0005,100,200,0,0
7,9924.81480640947,9925.266971982759,100,100,0.0005,100,200,0,0
8,9915.54600793229,9924.557583512931,100,100,0.0005,100,200,0,0
9,9909.88597942621,9917.992962015087,100,100,0.0005,100,200,0,0
10,9903.140627339631,9907.408371497844,100,100,0.0005,100,200,0,0
11,9898.954271419801,9906.298727101293,100,100,0.0005,100,200,0,0
12,9895.232608109727,9904.055596713362,100,100,0.0005,100,200,0,0
13,9891.413917910728,9892.11587419181,100,100,0.0005,100,200,0,0
14,9887.997693122605,9891.858095366379,100,100,0.0005,100,200,0,0
15,9885.81758308502,9888.35073747306,100,100,0.0005,100,200,0,0
16,9882.131846231881,9893.429300242457,100,100,0.0005,100,200,0,0
17,9879.277949714751,9884.563931169181,100,100,0.0005,100,200,0,0
18,9878.04801627261,9881.610418911638,100,100,0.0005,100,200,0,0
19,9876.0001291477,9882.157596982759,100,100,0.0005,100,200,0,0
20,9873.930740334512,9879.53939924569,100,100,0.0005,100,200,0,0
21,9871.722227161446,9873.972976158406,100,100,0.0005,100,200,0,0
22,9869.613987351013,9870.34359846444,100,100,0.0005,100,200,0,0
23,9868.424104669532,9868.313358701509,100,100,0.0005,100,200,0,0
24,9866.845998854516,9875.507896686422,100,100,0.0005,100,200,0,0
25,9865.319255454151,9872.3212890625,100,100,0.0005,100,200,0,0
26,9863.839783855414,9878.252054148707,100,100,0.0005,100,200,0,0
27,9863.514224496137,9869.443931842672,100,100,0.0005,100,200,0,0
28,9861.725439008595,9860.189015355603,100,100,0.0005,100,200,0,0
29,9859.95132488695,9858.317298626078,100,100,0.0005,100,200,0,0
30,9859.523915252905,9862.2314453125,100,100,0.0005,100,200,0,0
31,9858.331603565226,9861.73324690194,100,100,0.0005,100,200,0,0
32,9857.85231632951,9859.329892914871,100,100,0.0005,100,200,0,0
33,9856.368918359936,9856.54702653556,100,100,0.0005,100,200,0,0
34,9855.397899852509,9860.996161099138,100,100,0.0005,100,200,0,0
35,9854.985367939926,9854.587957974138,100,100,0.0005,100,200,0,0
36,9853.760574201904,9853.593379579741,100,100,0.0005,100,200,0,0
37,9853.243026492124,9859.264766298491,100,100,0.0005,100,200,0,0
38,9852.476521790399,9857.297060210129,100,100,0.0005,100,200,0,0
39,9851.583190771742,9852.95376481681,100,100,0.0005,100,200,0,0
40,9851.184271775424,9849.840769800647,100,100,0.0005,100,200,0,0
41,9850.098702065614,9855.545056573275,100,100,0.0005,100,200,0,0
42,9849.215321502905,9846.658910290947,100,100,0.0005,100,200,0,0
43,9848.792076882188,9851.855334051725,100,100,0.0005,100,200,0,0
44,9848.16678396023,9850.076357085129,100,100,0.0005,100,200,0,0
45,9847.926940303816,9849.325077451509,100,100,0.0005,100,200,0,0
46,9846.797019589272,9850.244511045259,100,100,0.0005,100,200,0,0
47,9846.867111695916,9848.927616514009,100,100,0.0005,100,200,0,0
48,9845.145853610145,9848.279515759697,100,100,0.0005,100,200,0,0
49,9845.245721748473,9846.444083378232,100,100,0.0005,100,200,0,0
50,9844.461674016231,9847.650441136853,100,100,0.0005,100,200,0,0
51,9843.67380051734,9846.075447871768,100,100,0.0005,100,200,0,0
52,9843.531464310314,9842.271484375,100,100,0.0005,100,200,0,0
53,9843.158717844095,9843.746497844828,100,100,0.0005,100,200,0,0
54,9842.0928707662,9843.90576171875,100,100,0.0005,100,200,0,0
55,9841.798333526744,9843.564688846982,100,100,0.0005,100,200,0,0
56,9841.20117982975,9842.31069841056,100,100,0.0005,100,200,0,0
57,9840.265749936361,9843.339001885775,100,100,0.0005,100,200,0,0
58,9840.227377627874,9841.543356007543,100,100,0.0005,100,200,0,0
59,9839.760086622544,9838.680209455819,100,100,0.0005,100,200,0,0
60,9839.52688003489,9839.300393992457,100,100,0.0005,100,200,0,0
61,9839.084975911146,9841.299552128232,100,100,0.0005,100,200,0,0
62,9838.738873644885,9839.104239628232,100,100,0.0005,100,200,0,0
