,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10151.420595366379,10342.335772321963,100,100,0.0005,50,100
1,10025.784002896013,10026.735076421748,100,100,0.0005,50,100
2,9981.859829606681,9975.626772037464,100,100,0.0005,50,100
3,9956.731150660022,9947.777685336308,100,100,0.0005,50,100
4,9932.611058728447,9930.578748745957,100,100,0.0005,50,100
5,9925.896156047953,9916.458384493291,100,100,0.0005,50,100
6,9913.578023976293,9908.351388899287,100,100,0.0005,50,100
7,9901.492002289871,9900.658518039501,100,100,0.0005,50,100
8,9894.310218547953,9894.68627028929,100,100,0.0005,50,100
9,9895.734694908406,9889.896325280008,100,100,0.0005,50,100
10,9891.664584455819,9885.46024169337,100,100,0.0005,50,100
11,9887.049350080819,9881.100404382038,100,100,0.0005,50,100
12,9878.160391971982,9878.586377818789,100,100,0.0005,50,100
13,9879.905930091594,9874.78297243726,100,100,0.0005,50,100
14,9882.814006936962,9872.258994950138,100,100,0.0005,50,100
15,9884.488862136315,9870.091421597988,100,100,0.0005,50,100
16,9872.494090113147,9867.626363069747,100,100,0.0005,50,100
17,9874.224036907328,9865.818974230355,100,100,0.0005,50,100
18,9871.306590113147,9864.238100162464,100,100,0.0005,50,100
19,9863.616758149246,9862.246780198102,100,100,0.0005,50,100
20,9866.896568561422,9861.487045456248,100,100,0.0005,50,100
21,9861.898159684806,9859.338848938369,100,100,0.0005,50,100
22,9868.889934671337,9857.723414758775,100,100,0.0005,50,100
23,9860.821221713362,9856.856364361225,100,100,0.0005,50,100
24,9858.022561961207,9855.337296826336,100,100,0.0005,50,100
25,9859.532091864225,9854.307549806092,100,100,0.0005,50,100
26,9856.81239055765,9853.851013622274,100,100,0.0005,50,100
27,9855.851040544181,9851.64172415923,100,100,0.0005,50,100
28,9854.578714304957,9851.282482518267,100,100,0.0005,50,100
29,9856.193073141163,9850.156946742483,100,100,0.0005,50,100
30,9855.687777815194,9849.407399695287,100,100,0.0005,50,100
31,9852.046967605065,9848.410867030278,100,100,0.0005,50,100
32,9851.430083176185,9847.22755216444,100,100,0.0005,50,100
33,9849.330532731681,9846.22476098317,100,100,0.0005,50,100
34,9851.479121767241,9844.993928654318,100,100,0.0005,50,100
35,9851.430933459053,9844.910823981043,100,100,0.0005,50,100
36,9847.407142376078,9843.608902862212,100,100,0.0005,50,100
37,9847.220770474138,9842.724395064686,100,100,0.0005,50,100
38,9846.147452518857,9842.542510650006,100,100,0.0005,50,100
39,9850.841603246228,9841.276413044292,100,100,0.0005,50,100
40,9847.503283270475,9841.315647741225,100,100,0.0005,50,100
41,9842.993130387931,9841.108648310224,100,100,0.0005,50,100
42,9842.08740234375,9839.655967372424,100,100,0.0005,50,100
43,9848.929965315194,9839.820372862512,100,100,0.0005,50,100
44,9843.366160425647,9838.735684258205,100,100,0.0005,50,100
45,9840.0963008486,9838.33172943744,100,100,0.0005,50,100
46,9840.387905778556,9838.709888408901,100,100,0.0005,50,100
47,9839.392931707975,9837.305810991405,100,100,0.0005,50,100
