,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10710.54907191468,11340.086871969288,100,100,0.0005,150,75
1,10129.232448078881,10226.457073343212,100,100,0.0005,150,75
2,10054.09116283466,10072.175654970366,100,100,0.0005,150,75
3,10012.074853258266,10008.405854323815,100,100,0.0005,150,75
4,9987.419764183787,9980.306733230065,100,100,0.0005,150,75
5,9968.381804118502,9967.953545932112,100,100,0.0005,150,75
6,9953.547791667914,9954.300242456897,100,100,0.0005,150,75
7,9941.457214209242,9943.128712621228,100,100,0.0005,150,75
8,9930.659112306092,9936.006019329203,100,100,0.0005,150,75
9,9922.976110950976,9927.010136045259,100,100,0.0005,150,75
10,9916.208367180014,9925.703023976293,100,100,0.0005,150,75
11,9909.847195810375,9915.951197130928,100,100,0.0005,150,75
12,9904.052266916477,9912.548668170797,100,100,0.0005,150,75
13,9900.627802411505,9907.11793675916,100,100,0.0005,150,75
14,9896.649557247994,9902.793743265087,100,100,0.0005,150,75
15,9892.728971853288,9903.429636988147,100,100,0.0005,150,75
16,9889.528623060913,9896.60775862069,100,100,0.0005,150,75
17,9886.338953753893,9891.951988483297,100,100,0.0005,150,75
18,9883.834430308907,9893.681926858837,100,100,0.0005,150,75
19,9881.51599934116,9894.631027747844,100,100,0.0005,150,75
20,9878.762676595443,9892.644952182112,100,100,0.0005,150,75
21,9877.441268211698,9881.382122171337,100,100,0.0005,150,75
22,9875.142125640123,9881.086821457435,100,100,0.0005,150,75
23,9872.927062900546,9880.576643318966,100,100,0.0005,150,75
24,9871.003005023658,9882.500850282866,100,100,0.0005,150,75
25,9870.846785438878,9879.6943359375,100,100,0.0005,150,75
26,9869.415323561781,9875.373922413793,100,100,0.0005,150,75
27,9867.379055518537,9873.828630118534,100,100,0.0005,150,75
28,9865.728332197832,9874.273530105065,100,100,0.0005,150,75
29,9864.592692486225,9872.71029768319,100,100,0.0005,150,75
30,9863.706915672166,9871.467504040947,100,100,0.0005,150,75
31,9862.545571824838,9874.310664735991,100,100,0.0005,150,75
32,9861.254159866136,9873.869056438578,100,100,0.0005,150,75
33,9859.779499955079,9870.263166756466,100,100,0.0005,150,75
34,9859.330843184745,9868.44655004041,100,100,0.0005,150,75
35,9858.418144690346,9865.900794719828,100,100,0.0005,150,75
36,9857.398882030127,9865.840062634697,100,100,0.0005,150,75
37,9857.47116824389,9870.45661873653,100,100,0.0005,150,75
38,9856.231235681451,9861.717352505388,100,100,0.0005,150,75
39,9855.415900515094,9867.902705751616,100,100,0.0005,150,75
40,9854.760643922946,9862.937028556034,100,100,0.0005,150,75
41,9853.7979807102,9860.742776804957,100,100,0.0005,150,75
42,9852.480255843466,9863.461383688038,100,100,0.0005,150,75
43,9852.007886900305,9860.860982960668,100,100,0.0005,150,75
44,9851.733372233619,9860.939150053879,100,100,0.0005,150,75
45,9851.10698436377,9862.862237338362,100,100,0.0005,150,75
46,9850.394361860624,9858.021997912178,100,100,0.0005,150,75
47,9849.95373517609,9857.97044214709,100,100,0.0005,150,75
48,9849.308781388507,9858.084371632543,100,100,0.0005,150,75
49,9849.291851341639,9856.808989426185,100,100,0.0005,150,75
50,9848.063189723587,9854.940328663793,100,100,0.0005,150,75
51,9847.265543112871,9857.389412715518,100,100,0.0005,150,75
52,9847.024337322562,9852.638495083513,100,100,0.0005,150,75
53,9845.719027948311,9855.88258519666,100,100,0.0005,150,75
54,9846.021774021472,9853.692652209053,100,100,0.0005,150,75
55,9845.53075306211,9854.032672750538,100,100,0.0005,150,75
56,9844.62355691483,9857.819293844288,100,100,0.0005,150,75
57,9845.196608188338,9854.337907462284,100,100,0.0005,150,75
58,9844.086672144525,9855.87721410291,100,100,0.0005,150,75
59,9844.052092847838,9853.43513436153,100,100,0.0005,150,75
60,9843.279162112183,9850.395878232759,100,100,0.0005,150,75
61,9843.185570271322,9852.97551016972,100,100,0.0005,150,75
62,9842.449922979307,9851.408733499462,100,100,0.0005,150,75
63,9842.052278614638,9853.004099878772,100,100,0.0005,150,75
64,9842.277878122006,9849.974735654634,100,100,0.0005,150,75
65,9841.158628470143,9853.715853987069,100,100,0.0005,150,75
66,9840.3326769885,9850.184444032866,100,100,0.0005,150,75
67,9840.346619792914,9850.301976697197,100,100,0.0005,150,75
68,9840.472219674622,9848.822551858837,100,100,0.0005,150,75
69,9838.763684509015,9846.22445783944,100,100,0.0005,150,75
70,9838.86426295969,9846.343926791487,100,100,0.0005,150,75
71,9839.001826784859,9847.315118197737,100,100,0.0005,150,75
72,9839.174615645214,9848.293297077047,100,100,0.0005,150,75
73,9837.810627358349,9844.227294921875,100,100,0.0005,150,75
74,9837.651235700168,9844.766719423491,100,100,0.0005,150,75
