,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10878.259407661266,12855.720837823275,100,100,0.0005,200,100
1,10182.302002070106,10542.846275592672,100,100,0.0005,200,100
2,10088.047787924503,10151.386247306034,100,100,0.0005,200,100
3,10040.313905183128,10067.515759698275,100,100,0.0005,200,100
4,10010.139767758745,10030.503737877156,100,100,0.0005,200,100
5,9988.488811410667,9985.45864762931,100,100,0.0005,200,100
6,9972.982222538332,9981.076912715518,100,100,0.0005,200,100
7,9959.840894244879,9974.273841594828,100,100,0.0005,200,100
8,9949.74209531849,9958.5771484375,100,100,0.0005,200,100
9,9940.119523856762,9945.692147090518,100,100,0.0005,200,100
10,9932.114633089512,9941.905037715518,100,100,0.0005,200,100
11,9925.152090133864,9937.301589439656,100,100,0.0005,200,100
12,9919.20626946574,9929.466258081897,100,100,0.0005,200,100
13,9913.947206666267,9921.958917025862,100,100,0.0005,200,100
14,9907.89745157897,9915.863146551725,100,100,0.0005,200,100
15,9904.18200701141,9917.396282327587,100,100,0.0005,200,100
16,9900.553742288572,9908.808964170259,100,100,0.0005,200,100
17,9896.847039990866,9904.476730872844,100,100,0.0005,200,100
18,9893.62819734143,9902.6572265625,100,100,0.0005,200,100
19,9891.203808172617,9900.115066002156,100,100,0.0005,200,100
20,9888.374987365985,9896.284718480603,100,100,0.0005,200,100
21,9885.564518634703,9899.666689116379,100,100,0.0005,200,100
22,9883.707908144166,9890.560546875,100,100,0.0005,200,100
23,9881.574946843555,9891.907630657328,100,100,0.0005,200,100
24,9879.172703697743,9890.077653556034,100,100,0.0005,200,100
25,9877.270305200347,9886.509361530172,100,100,0.0005,200,100
26,9875.235630446663,9885.677296605603,100,100,0.0005,200,100
27,9873.74892189746,9881.91079606681,100,100,0.0005,200,100
28,9872.086031553215,9886.946356411638,100,100,0.0005,200,100
29,9871.180304694986,9881.694908405172,100,100,0.0005,200,100
30,9869.181165679654,9880.88900862069,100,100,0.0005,200,100
31,9868.42287121541,9877.235755657328,100,100,0.0005,200,100
32,9866.920370616464,9878.664432920259,100,100,0.0005,200,100
33,9865.79268799413,9875.769093480603,100,100,0.0005,200,100
34,9864.199493422826,9881.090247844828,100,100,0.0005,200,100
35,9862.92132939776,9871.346376616379,100,100,0.0005,200,100
36,9862.027816355714,9872.383755387931,100,100,0.0005,200,100
37,9861.727779576695,9869.709253771553,100,100,0.0005,200,100
38,9860.362271932649,9876.395103717672,100,100,0.0005,200,100
39,9859.698048933877,9868.908034752156,100,100,0.0005,200,100
40,9858.530235535458,9870.07876481681,100,100,0.0005,200,100
41,9858.097973504133,9868.839170258621,100,100,0.0005,200,100
42,9857.062968862303,9868.200060614225,100,100,0.0005,200,100
43,9855.900813630511,9863.042227909482,100,100,0.0005,200,100
44,9854.927567325258,9862.600282866379,100,100,0.0005,200,100
45,9854.876727116525,9864.039264547413,100,100,0.0005,200,100
46,9854.218899736465,9868.29135237069,100,100,0.0005,200,100
47,9853.216047256828,9860.389109644397,100,100,0.0005,200,100
48,9851.920386525964,9859.59213362069,100,100,0.0005,200,100
49,9851.57837534065,9860.250774515087,100,100,0.0005,200,100
50,9851.182539043783,9861.623888739225,100,100,0.0005,200,100
51,9849.894898104336,9858.544349407328,100,100,0.0005,200,100
52,9849.798743430312,9857.708883351293,100,100,0.0005,200,100
53,9848.913156594394,9858.179889547413,100,100,0.0005,200,100
54,9848.081928774107,9858.138907596982,100,100,0.0005,200,100
55,9847.981077054385,9862.506061422413,100,100,0.0005,200,100
56,9847.434108469095,9862.04653825431,100,100,0.0005,200,100
57,9846.209156104007,9856.266433189656,100,100,0.0005,200,100
58,9846.533551262279,9853.328428071121,100,100,0.0005,200,100
59,9845.53721606223,9856.206862877156,100,100,0.0005,200,100
60,9845.25119274452,9855.559031519397,100,100,0.0005,200,100
61,9844.23484292645,9854.552330280172,100,100,0.0005,200,100
62,9844.012826799832,9852.472622575431,100,100,0.0005,200,100
63,9843.963169509163,9857.119847790947,100,100,0.0005,200,100
64,9843.278883228018,9852.751919450431,100,100,0.0005,200,100
65,9842.80066380046,9852.161806303879,100,100,0.0005,200,100
66,9842.247203203611,9851.284348060344,100,100,0.0005,200,100
67,9841.24012488021,9847.770272090518,100,100,0.0005,200,100
68,9841.353336409169,9851.456829202587,100,100,0.0005,200,100
69,9841.517435407433,9848.146989493534,100,100,0.0005,200,100
70,9840.421937702144,9852.526434536638,100,100,0.0005,200,100
71,9839.584731185614,9850.829943426725,100,100,0.0005,200,100
72,9839.841728089812,9849.827956627156,100,100,0.0005,200,100
73,9839.59677467657,9855.120386584053,100,100,0.0005,200,100
74,9839.672983049832,9851.13345231681,100,100,0.0005,200,100
75,9838.25707457999,9849.974104256466,100,100,0.0005,200,100
76,9838.136828712715,9848.668642241379,100,100,0.0005,200,100
77,9837.743590343496,9847.720770474138,100,100,0.0005,200,100
78,9838.40344150545,9852.383991109913,100,100,0.0005,200,100
79,9837.313993621226,9847.425680226293,100,100,0.0005,200,100
80,9836.75480373293,9849.519430226293,100,100,0.0005,200,100
81,9836.469091118382,9845.040241109913,100,100,0.0005,200,100
82,9835.846410161865,9844.00649919181,100,100,0.0005,200,100
83,9836.449863084721,9846.339742726293,100,100,0.0005,200,100
84,9835.561376508595,9845.269430226293,100,100,0.0005,200,100
85,9835.570774811333,9845.81869612069,100,100,0.0005,200,100
86,9835.300177156954,9846.308425377156,100,100,0.0005,200,100
87,9834.94715379058,9845.869544719828,100,100,0.0005,200,100
88,9834.926114881559,9845.770002693966,100,100,0.0005,200,100
89,9834.00224698281,9843.451239224138,100,100,0.0005,200,100
90,9834.666665574838,9843.570851293103,100,100,0.0005,200,100
91,9833.68492874416,9843.825902478447,100,100,0.0005,200,100
92,9833.131419015033,9841.210769127156,100,100,0.0005,200,100
93,9832.652464007098,9843.441675646553,100,100,0.0005,200,100
94,9833.007887368232,9842.933896821121,100,100,0.0005,200,100
95,9833.20451006229,9843.154970366379,100,100,0.0005,200,100
96,9832.030853666298,9841.575936153018,100,100,0.0005,200,100
97,9831.697455135212,9843.47494612069,100,100,0.0005,200,100
98,9831.941424499131,9841.9189453125,100,100,0.0005,200,100
99,9831.630116775725,9839.509260506466,100,100,0.0005,200,100
