,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_cvae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.7875000238418579,0.84737337,100,20,200,100,0.01,0.4,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8734177350997925,0.84737337,100,20,200,100,0.01,0.4,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8481012582778931,0.84737337,100,20,200,100,0.01,0.4,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.8670886158943176,0.84737337,100,20,200,100,0.01,0.4,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8607594966888428,0.84737337,100,20,200,100,0.01,0.4,0.2,True,False,False,categorical_crossentropy,binary_crossentropy
