,Fold,Accuracy,mean_accuracy
0,1.0,0.8690476190476191,0.8606330584101501
1,2.0,0.8214285714285714,0.8606330584101501
2,3.0,0.8658536585365854,0.8606330584101501
3,4.0,0.8734177215189873,0.8606330584101501
4,5.0,0.8734177215189873,0.8606330584101501
