,loss,acc,val_loss,val_acc
0,1.1726632696567196,0.5207920670509338,1.7006819135560765,0.5275590419769287
1,0.9008393051600693,0.6138613820075989,1.449224484248424,0.5433070659637451
2,0.7750184075667126,0.7069306969642639,1.0156031997185053,0.6614173054695129
3,0.6894891273857343,0.7465346455574036,1.0381877614757207,0.6850393414497375
4,0.5875635548393325,0.7762376070022583,0.8180878932081809,0.7637795209884644
5,0.5110605211541204,0.7861385941505432,0.5558145463935972,0.8110235929489136
6,0.47672954231205555,0.801980197429657,0.45598111894187027,0.8267716765403748
7,0.4770729134578516,0.815841555595398,0.4691391180115422,0.8031495809555054
8,0.3880958945149242,0.8435643315315247,0.43869976898816626,0.7952755689620972
9,0.3635080287067017,0.8534653186798096,0.38378757895447135,0.8503937125205994
10,0.3394442014765031,0.8673267364501953,0.4774442948694304,0.8188976645469666
11,0.324150685331609,0.8811880946159363,0.37350341091005823,0.8818897604942322
12,0.33208056635195665,0.8752475380897522,0.3573235355493591,0.8661417365074158
13,0.29148612645371713,0.8811880946159363,0.4687062628625885,0.8582677245140076
14,0.30614641898929484,0.895049512386322,0.44458116391512353,0.8661417365074158
15,0.30222194545929976,0.8851485252380371,0.5387855099411462,0.834645688533783
16,0.27480792364861706,0.9029703140258789,0.448225874600448,0.834645688533783
17,0.18181434258966161,0.9287128448486328,0.4140650390640018,0.8818897604942322
18,0.2543896705207258,0.9227722883224487,0.45823519717989947,0.874015748500824
19,0.22299221181080187,0.9168316721916199,0.47021463161378396,0.874015748500824
20,0.17178152870423724,0.9366336464881897,0.4259238332275331,0.8661417365074158
21,0.18809862965994542,0.9346534609794617,0.39874043427114414,0.8976377844810486
22,0.15649974288990592,0.9346534609794617,0.2790363572948561,0.8976377844810486
23,0.2588551738622165,0.9247524738311768,0.2484535722751317,0.9212598204612732
24,0.16764503245306486,0.9425742626190186,0.4733522156561453,0.8582677245140076
25,0.16804706725743737,0.9564356207847595,0.6841450059038447,0.787401556968689
26,0.17399448222748123,0.9524752497673035,0.5580755401784041,0.8267716765403748
27,0.3022486812407427,0.8891088962554932,0.488222423735566,0.8425197005271912
28,0.2176792011918998,0.9168316721916199,0.4345844714191016,0.8818897604942322
29,0.15168174216062716,0.9504950642585754,0.41287098813244677,0.8818897604942322
30,0.21240097815447515,0.9326732754707336,0.3769632493417094,0.8818897604942322
31,0.15155201191359227,0.9366336464881897,0.4866018515872204,0.8661417365074158
32,0.18553864616568727,0.9366336464881897,0.4436821196022935,0.8661417365074158
33,0.19426322330047588,0.9405940771102905,0.438067588749833,0.8582677245140076
