,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8242424130439758,0.7906154,100,20,200,100,0.01,0.4,0.5,True,False,False,categorical_crossentropy,mse
1,2,0.8220859169960022,0.7906154,100,20,200,100,0.01,0.4,0.5,True,False,False,categorical_crossentropy,mse
2,3,0.7177914381027222,0.7906154,100,20,200,100,0.01,0.4,0.5,True,False,False,categorical_crossentropy,mse
3,4,0.8282208442687988,0.7906154,100,20,200,100,0.01,0.4,0.5,True,False,False,categorical_crossentropy,mse
4,5,0.7607361674308777,0.7906154,100,20,200,100,0.01,0.4,0.5,True,False,False,categorical_crossentropy,mse
