,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.824999988079071,0.7536076,100,20,200,100,0.01,0,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.7721518874168396,0.7536076,100,20,200,100,0.01,0,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.5126582384109497,0.7536076,100,20,200,100,0.01,0,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.7848101258277893,0.7536076,100,20,200,100,0.01,0,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8734177350997925,0.7536076,100,20,200,100,0.01,0,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
