,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10346.687777815194,10383.781161093975,100,50,0.001,150,50
1,10074.29807886584,9971.225360396951,100,50,0.001,150,50
2,9975.991269867996,9917.041111081995,100,50,0.001,150,50
3,9969.332578461746,9888.77726607421,100,50,0.001,150,50
4,9901.595492658944,9867.470111665967,100,50,0.001,150,50
5,9929.10287580819,9851.69764136994,100,50,0.001,150,50
6,9858.728540880928,9840.349347804115,100,50,0.001,150,50
7,9858.067997373384,9831.662762132397,100,50,0.001,150,50
8,9846.714254445043,9825.918612148867,100,50,0.001,150,50
9,9846.751279633621,9820.943049607691,100,50,0.001,150,50
10,9843.4755859375,9817.71150415893,100,50,0.001,150,50
11,9821.676538927803,9813.231792513925,100,50,0.001,150,50
12,9827.081332502694,9810.50046511889,100,50,0.001,150,50
13,9816.352547481143,9808.512176849994,100,50,0.001,150,50
14,9832.959843076509,9806.717050491136,100,50,0.001,150,50
15,9824.029667295259,9803.287183307379,100,50,0.001,150,50
16,9819.782319167565,9801.417155493831,100,50,0.001,150,50
17,9802.693940261315,9800.662941348228,100,50,0.001,150,50
18,9811.222774110991,9798.035762214751,100,50,0.001,150,50
19,9808.62867894666,9796.393595397101,100,50,0.001,150,50
20,9818.259933997844,9795.532881191602,100,50,0.001,150,50
21,9811.02204842403,9794.03104972748,100,50,0.001,150,50
22,9797.018192685884,9792.923135125928,100,50,0.001,150,50
23,9809.863887392241,9791.351889580588,100,50,0.001,150,50
24,9804.533152613147,9789.691809134672,100,50,0.001,150,50
25,9811.288826778018,9789.260508224275,100,50,0.001,150,50
26,9795.215576171875,9787.887125378085,100,50,0.001,150,50
27,9798.18430933459,9786.583632962236,100,50,0.001,150,50
28,9792.076011920797,9785.794830629342,100,50,0.001,150,50
29,9795.170906856143,9785.160463209751,100,50,0.001,150,50
30,9805.314739358837,9783.403800405036,100,50,0.001,150,50
31,9792.075498383621,9783.09718177258,100,50,0.001,150,50
32,9792.350729054418,9781.493163126646,100,50,0.001,150,50
33,9791.634529903018,9781.155279520544,100,50,0.001,150,50
34,9783.175680226293,9780.283483412943,100,50,0.001,150,50
35,9782.983145878232,9779.200599600952,100,50,0.001,150,50
36,9785.523631128772,9778.900573584242,100,50,0.001,150,50
37,9783.489038927803,9777.576381506049,100,50,0.001,150,50
38,9781.074909078663,9777.410349503623,100,50,0.001,150,50
39,9782.068384630928,9775.971122855026,100,50,0.001,150,50
40,9781.589540678879,9775.425367135093,100,50,0.001,150,50
41,9785.230022561962,9775.368913680672,100,50,0.001,150,50
42,9782.087368669181,9774.219973627665,100,50,0.001,150,50
43,9780.242852572737,9773.727712195287,100,50,0.001,150,50
44,9779.556455414871,9773.231813570615,100,50,0.001,150,50
45,9770.850501751078,9772.576980451904,100,50,0.001,150,50
46,9783.056236530172,9771.939634680462,100,50,0.001,150,50
47,9776.266576306572,9771.826808722897,100,50,0.001,150,50
48,9778.386912378772,9770.675650230594,100,50,0.001,150,50
49,9777.761769261853,9770.426308603108,100,50,0.001,150,50
