,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.695652186870575,0.66789174,300,100,50,100,0.001,0.5,0.2
1,2,0.6818181872367859,0.66789174,300,100,50,100,0.001,0.5,0.2
2,3,0.5,0.66789174,300,100,50,100,0.001,0.5,0.2
3,4,0.7777777910232544,0.66789174,300,100,50,100,0.001,0.5,0.2
4,5,0.6842105388641357,0.66789174,300,100,50,100,0.001,0.5,0.2
