,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8666666746139526,0.8555419,300,100,50,100,0.001,0.5,0.2
1,2,0.8650306463241577,0.8555419,300,100,50,100,0.001,0.5,0.2
2,3,0.8711656332015991,0.8555419,300,100,50,100,0.001,0.5,0.2
3,4,0.8466257452964783,0.8555419,300,100,50,100,0.001,0.5,0.2
4,5,0.8282208442687988,0.8555419,300,100,50,100,0.001,0.5,0.2
