,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7939394116401672,0.8692174,300,100,50,100,0.001,0.5,0.2
1,2,0.9202454090118408,0.8692174,300,100,50,100,0.001,0.5,0.2
2,3,0.8527607321739197,0.8692174,300,100,50,100,0.001,0.5,0.2
3,4,0.8834356069564819,0.8692174,300,100,50,100,0.001,0.5,0.2
4,5,0.89570552110672,0.8692174,300,100,50,100,0.001,0.5,0.2
