,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7727272510528564,0.7482373,300,100,50,100,0.001,0.5,0.2
1,2,0.695652186870575,0.7482373,300,100,50,100,0.001,0.5,0.2
2,3,0.6499999761581421,0.7482373,300,100,50,100,0.001,0.5,0.2
3,4,0.8333333134651184,0.7482373,300,100,50,100,0.001,0.5,0.2
4,5,0.7894737124443054,0.7482373,300,100,50,100,0.001,0.5,0.2
