,loss,val_loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs,dropout_input,dropout_hidden
0,10518.670237725353,19970.598868534482,100,20,0.001,100,150,0,0
1,10108.162766811662,10175.892830684268,100,20,0.001,100,150,0,0
2,10051.15367734038,10080.594507677803,100,20,0.001,100,150,0,0
3,10013.549247855026,10019.361445985991,100,20,0.001,100,150,0,0
4,9987.483311871107,9998.773572198275,100,20,0.001,100,150,0,0
5,9965.488566685133,9968.195093615303,100,20,0.001,100,150,0,0
6,9949.686425640872,9957.635961072197,100,20,0.001,100,150,0,0
7,9937.220687683428,9940.053727774784,100,20,0.001,100,150,0,0
8,9930.317752474395,9928.095989358837,100,20,0.001,100,150,0,0
9,9920.661299862242,9927.168389682112,100,20,0.001,100,150,0,0
10,9914.482094794412,9922.0263671875,100,20,0.001,100,150,0,0
11,9908.52730818759,9912.983129040947,100,20,0.001,100,150,0,0
12,9902.752828615387,9906.618483970906,100,20,0.001,100,150,0,0
13,9897.569016343736,9904.813240840518,100,20,0.001,100,150,0,0
14,9893.649960600593,9895.551858836207,100,20,0.001,100,150,0,0
15,9890.851724402552,9901.850720635775,100,20,0.001,100,150,0,0
16,9888.81777165938,9890.999191810344,100,20,0.001,100,150,0,0
17,9885.247869530876,9896.553357354525,100,20,0.001,100,150,0,0
18,9882.768499472179,9890.878232758621,100,20,0.001,100,150,0,0
19,9881.034121664621,9895.341998922413,100,20,0.001,100,150,0,0
20,9877.880064835888,9879.162244073275,100,20,0.001,100,150,0,0
21,9877.443033230265,9876.875319908406,100,20,0.001,100,150,0,0
22,9874.757558415939,9881.299771012931,100,20,0.001,100,150,0,0
23,9874.493811672706,9886.91357421875,100,20,0.001,100,150,0,0
24,9872.581131895364,9878.712840113147,100,20,0.001,100,150,0,0
25,9871.269869092897,9874.834220096982,100,20,0.001,100,150,0,0
26,9871.704221819598,9871.852993669181,100,20,0.001,100,150,0,0
27,9870.523352805312,9872.002896012931,100,20,0.001,100,150,0,0
28,9869.07044305148,9873.495083512931,100,20,0.001,100,150,0,0
29,9867.732782178366,9872.751144935344,100,20,0.001,100,150,0,0
30,9867.733781201336,9873.36245622306,100,20,0.001,100,150,0,0
31,9866.409667734786,9872.173828125,100,20,0.001,100,150,0,0
32,9865.12748422152,9873.925427667025,100,20,0.001,100,150,0,0
33,9864.77969367663,9871.602522225216,100,20,0.001,100,150,0,0
34,9864.138369126587,9864.646265490303,100,20,0.001,100,150,0,0
35,9863.762797788393,9869.401232489225,100,20,0.001,100,150,0,0
36,9863.763302213105,9864.480653960129,100,20,0.001,100,150,0,0
37,9861.819676587955,9869.681691136853,100,20,0.001,100,150,0,0
38,9861.589318268598,9865.860301050647,100,20,0.001,100,150,0,0
39,9861.106892650185,9865.461930899784,100,20,0.001,100,150,0,0
40,9861.33732396607,9867.957216460129,100,20,0.001,100,150,0,0
41,9861.151250205887,9868.695969154094,100,20,0.001,100,150,0,0
42,9859.92479813653,9870.114392510775,100,20,0.001,100,150,0,0
43,9860.48862377216,9863.171201508621,100,20,0.001,100,150,0,0
44,9859.298654992213,9861.445447198275,100,20,0.001,100,150,0,0
45,9858.886755248262,9860.441490436422,100,20,0.001,100,150,0,0
46,9858.201471815853,9864.618854391163,100,20,0.001,100,150,0,0
47,9858.53028139225,9859.186472925647,100,20,0.001,100,150,0,0
48,9858.029768076934,9862.945127289871,100,20,0.001,100,150,0,0
49,9856.711565925221,9864.961678340518,100,20,0.001,100,150,0,0
50,9856.99737212506,9866.146383351293,100,20,0.001,100,150,0,0
51,9857.784468398118,9863.988937904094,100,20,0.001,100,150,0,0
52,9856.399820690585,9861.248939251078,100,20,0.001,100,150,0,0
53,9856.619312821933,9863.683155980603,100,20,0.001,100,150,0,0
54,9856.18300088719,9857.575851966594,100,20,0.001,100,150,0,0
55,9855.094945552079,9862.023538523707,100,20,0.001,100,150,0,0
56,9855.926127515573,9860.444773706897,100,20,0.001,100,150,0,0
57,9854.550484116704,9860.95443830819,100,20,0.001,100,150,0,0
58,9854.509266815405,9855.556034482759,100,20,0.001,100,150,0,0
59,9854.031315977629,9858.418473868534,100,20,0.001,100,150,0,0
60,9854.621895308008,9857.117995689656,100,20,0.001,100,150,0,0
61,9853.962635137159,9857.109172952587,100,20,0.001,100,150,0,0
62,9854.392215949929,9855.409920528018,100,20,0.001,100,150,0,0
63,9853.922648482421,9859.142712823275,100,20,0.001,100,150,0,0
64,9853.414353550252,9859.209674703663,100,20,0.001,100,150,0,0
65,9853.566622899945,9865.414719154094,100,20,0.001,100,150,0,0
66,9852.883701560255,9861.129714439656,100,20,0.001,100,150,0,0
67,9852.323771880241,9856.520760371768,100,20,0.001,100,150,0,0
68,9852.42302422736,9855.124478044181,100,20,0.001,100,150,0,0
69,9851.760923742962,9857.331896551725,100,20,0.001,100,150,0,0
70,9851.922745343196,9856.91684065194,100,20,0.001,100,150,0,0
71,9851.535856735894,9853.698545258621,100,20,0.001,100,150,0,0
72,9851.64748480175,9855.004209321121,100,20,0.001,100,150,0,0
73,9851.925378833253,9853.749528556034,100,20,0.001,100,150,0,0
74,9851.376311129912,9851.520979256466,100,20,0.001,100,150,0,0
75,9850.826162048545,9854.263974946121,100,20,0.001,100,150,0,0
76,9850.771946686333,9854.808341190732,100,20,0.001,100,150,0,0
77,9851.163191688878,9854.221612338362,100,20,0.001,100,150,0,0
78,9850.50149970427,9854.48550309806,100,20,0.001,100,150,0,0
79,9850.121841496466,9853.818965517241,100,20,0.001,100,150,0,0
80,9849.564144293543,9850.6748046875,100,20,0.001,100,150,0,0
81,9849.120394199957,9854.661873653018,100,20,0.001,100,150,0,0
82,9848.80875331292,9851.343025996768,100,20,0.001,100,150,0,0
83,9849.629914631498,9850.732034617457,100,20,0.001,100,150,0,0
84,9849.188122342177,9853.779498922413,100,20,0.001,100,150,0,0
85,9848.229415447562,9851.090584590518,100,20,0.001,100,150,0,0
86,9847.950840115147,9850.1220703125,100,20,0.001,100,150,0,0
87,9848.290803186392,9851.277747844828,100,20,0.001,100,150,0,0
88,9847.965537216998,9851.310159617457,100,20,0.001,100,150,0,0
89,9848.098228056122,9849.922380118534,100,20,0.001,100,150,0,0
90,9847.13014765887,9849.235604121768,100,20,0.001,100,150,0,0
91,9847.505552883176,9850.146349676725,100,20,0.001,100,150,0,0
92,9847.231729811781,9852.810294315732,100,20,0.001,100,150,0,0
93,9847.509190075467,9849.827805091594,100,20,0.001,100,150,0,0
94,9846.759588280876,9851.844002559268,100,20,0.001,100,150,0,0
95,9847.36244319373,9849.567062904094,100,20,0.001,100,150,0,0
96,9847.07039672676,9850.303054283406,100,20,0.001,100,150,0,0
97,9847.08008888731,9851.694049703663,100,20,0.001,100,150,0,0
98,9847.26548275036,9851.192113415947,100,20,0.001,100,150,0,0
99,9846.972096609967,9850.949589170259,100,20,0.001,100,150,0,0
100,9847.136687398928,9850.55972184806,100,20,0.001,100,150,0,0
