,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8242424130439758,0.84828407,100,20,200,100,0.01,0,0.5
1,2,0.8098159432411194,0.84828407,100,20,200,100,0.01,0,0.5
2,3,0.9018405079841614,0.84828407,100,20,200,100,0.01,0,0.5
3,4,0.9018405079841614,0.84828407,100,20,200,100,0.01,0,0.5
4,5,0.803680956363678,0.84828407,100,20,200,100,0.01,0,0.5
