,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8303030133247375,0.8494962,100,20,200,100,0.01,0,0.6
1,2,0.8834356069564819,0.8494962,100,20,200,100,0.01,0,0.6
2,3,0.8466257452964783,0.8494962,100,20,200,100,0.01,0,0.6
3,4,0.8711656332015991,0.8494962,100,20,200,100,0.01,0,0.6
4,5,0.8159509301185608,0.8494962,100,20,200,100,0.01,0,0.6
