,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8060606122016907,0.81765383,100,20,200,100,0.01,0.6,0.6
1,2,0.803680956363678,0.81765383,100,20,200,100,0.01,0.6,0.6
2,3,0.8159509301185608,0.81765383,100,20,200,100,0.01,0.6,0.6
3,4,0.8711656332015991,0.81765383,100,20,200,100,0.01,0.6,0.6
4,5,0.7914110422134399,0.81765383,100,20,200,100,0.01,0.6,0.6
