,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8121212124824524,0.86426467,300,100,50,100,0.001,0.8,0
1,2,0.8527607321739197,0.86426467,300,100,50,100,0.001,0.8,0
2,3,0.907975435256958,0.86426467,300,100,50,100,0.001,0.8,0
3,4,0.8895705342292786,0.86426467,300,100,50,100,0.001,0.8,0
4,5,0.8588957190513611,0.86426467,300,100,50,100,0.001,0.8,0
