,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.842424213886261,0.8335155,100,20,200,100,0.01,0.5,0.8
1,2,0.7914110422134399,0.8335155,100,20,200,100,0.01,0.5,0.8
2,3,0.8527607321739197,0.8335155,100,20,200,100,0.01,0.5,0.8
3,4,0.8527607321739197,0.8335155,100,20,200,100,0.01,0.5,0.8
4,5,0.8282208442687988,0.8335155,100,20,200,100,0.01,0.5,0.8
