,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8060606122016907,0.86550665,300,100,50,100,0.001,0,0.5
1,2,0.8711656332015991,0.86550665,300,100,50,100,0.001,0,0.5
2,3,0.8834356069564819,0.86550665,300,100,50,100,0.001,0,0.5
3,4,0.8773006200790405,0.86550665,300,100,50,100,0.001,0,0.5
4,5,0.8895705342292786,0.86550665,300,100,50,100,0.001,0,0.5
