,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.5118749737739563,0.51047623,100,20,200,100,0.01,0.6,0.6,True,True,True,categorical_crossentropy,binary_crossentropy
1,2,0.5291139483451843,0.51047623,100,20,200,100,0.01,0.6,0.6,True,True,True,categorical_crossentropy,binary_crossentropy
2,3,0.5018987059593201,0.51047623,100,20,200,100,0.01,0.6,0.6,True,True,True,categorical_crossentropy,binary_crossentropy
3,4,0.5246835350990295,0.51047623,100,20,200,100,0.01,0.6,0.6,True,True,True,categorical_crossentropy,binary_crossentropy
4,5,0.48481011390686035,0.51047623,100,20,200,100,0.01,0.6,0.6,True,True,True,categorical_crossentropy,binary_crossentropy
