,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,11060.722386853447,10769.2251984944,100,100,0.0005,200,75
1,10172.353414601293,10074.503619411087,100,100,0.0005,200,75
2,10132.577114762931,9993.875651821543,100,100,0.0005,200,75
3,10079.984644396553,9953.86267247769,100,100,0.0005,200,75
4,10018.50259294181,9928.640914646472,100,100,0.0005,200,75
5,9984.104290140087,9911.700650137009,100,100,0.0005,200,75
6,9958.556034482759,9897.989766916477,100,100,0.0005,200,75
7,9945.743197737069,9886.153449928126,100,100,0.0005,200,75
8,9953.73892106681,9877.41065178411,100,100,0.0005,200,75
9,9913.108230064656,9869.590544235894,100,100,0.0005,200,75
10,9898.997979525862,9862.974974825556,100,100,0.0005,200,75
11,9883.784044989225,9857.015107941274,100,100,0.0005,200,75
12,9883.001144935344,9851.892930941543,100,100,0.0005,200,75
13,9882.233028017241,9847.418999591968,100,100,0.0005,200,75
14,9884.771181303879,9843.523038358739,100,100,0.0005,200,75
15,9879.161334859913,9840.321350828792,100,100,0.0005,200,75
16,9868.608634159482,9837.778595921178,100,100,0.0005,200,75
17,9866.351528825431,9834.835892579062,100,100,0.0005,200,75
18,9864.95571794181,9833.391387252186,100,100,0.0005,200,75
19,9864.658203125,9830.573320799143,100,100,0.0005,200,75
20,9853.124966325431,9828.524858592627,100,100,0.0005,200,75
21,9867.338732489225,9827.068739799204,100,100,0.0005,200,75
22,9859.113719019397,9825.026220258595,100,100,0.0005,200,75
23,9856.625404094828,9823.548945106613,100,100,0.0005,200,75
24,9852.486260775862,9822.410671437021,100,100,0.0005,200,75
25,9849.490032327587,9821.092333118711,100,100,0.0005,200,75
26,9846.322366648707,9820.927594932919,100,100,0.0005,200,75
27,9852.754647090518,9818.790006307649,100,100,0.0005,200,75
28,9856.830818965518,9817.930514326035,100,100,0.0005,200,75
29,9844.954539331897,9816.103353254523,100,100,0.0005,200,75
30,9848.1318359375,9815.435436912285,100,100,0.0005,200,75
31,9847.587621228447,9814.728070626947,100,100,0.0005,200,75
32,9846.920191271553,9813.298084589871,100,100,0.0005,200,75
33,9839.246464170259,9812.405258463854,100,100,0.0005,200,75
34,9843.471848060344,9812.222668884015,100,100,0.0005,200,75
35,9838.434671336207,9810.781785775785,100,100,0.0005,200,75
36,9837.227000269397,9810.414673144016,100,100,0.0005,200,75
37,9836.688846982759,9809.069979804295,100,100,0.0005,200,75
38,9836.016803609913,9808.535439345502,100,100,0.0005,200,75
39,9832.692012392241,9807.508686118681,100,100,0.0005,200,75
40,9830.779566271553,9806.832961019854,100,100,0.0005,200,75
41,9832.117793642241,9806.312145779677,100,100,0.0005,200,75
42,9835.802431303879,9805.256539740058,100,100,0.0005,200,75
43,9835.0078125,9804.225367883775,100,100,0.0005,200,75
44,9829.067685883621,9803.383523280278,100,100,0.0005,200,75
45,9829.096275592672,9803.260092237662,100,100,0.0005,200,75
46,9829.172784213362,9802.254836955708,100,100,0.0005,200,75
47,9841.896417025862,9801.547044857301,100,100,0.0005,200,75
48,9831.473127693966,9800.689895315494,100,100,0.0005,200,75
49,9825.794888200431,9800.15459213659,100,100,0.0005,200,75
50,9826.270743534482,9799.787394810133,100,100,0.0005,200,75
51,9825.358566810344,9798.971482222538,100,100,0.0005,200,75
52,9829.384900323275,9797.931074433996,100,100,0.0005,200,75
53,9825.240705818966,9797.539639453313,100,100,0.0005,200,75
54,9825.127357219828,9796.844435044322,100,100,0.0005,200,75
55,9823.079909752156,9796.046669580288,100,100,0.0005,200,75
56,9822.948915678879,9795.261219472479,100,100,0.0005,200,75
57,9823.807852909482,9794.494764370957,100,100,0.0005,200,75
58,9821.760506465518,9794.346158885362,100,100,0.0005,200,75
59,9818.462149784482,9793.411699939357,100,100,0.0005,200,75
60,9829.415140086207,9792.89577920984,100,100,0.0005,200,75
61,9839.886011584053,9792.38755165908,100,100,0.0005,200,75
62,9812.547784213362,9791.562084013387,100,100,0.0005,200,75
63,9817.83071794181,9790.919059486554,100,100,0.0005,200,75
64,9819.792834051725,9790.181372503144,100,100,0.0005,200,75
65,9811.214574353447,9789.335276319927,100,100,0.0005,200,75
66,9814.415611530172,9788.984011889075,100,100,0.0005,200,75
67,9808.845534752156,9788.34059102854,100,100,0.0005,200,75
68,9812.927633351293,9787.683130970741,100,100,0.0005,200,75
69,9818.417160560344,9786.977352827773,100,100,0.0005,200,75
70,9809.628098060344,9786.225747840052,100,100,0.0005,200,75
71,9813.706728178879,9785.16367646068,100,100,0.0005,200,75
72,9812.334657866379,9785.028360554175,100,100,0.0005,200,75
73,9810.710398706897,9783.967940955168,100,100,0.0005,200,75
74,9811.962452855603,9783.688453166178,100,100,0.0005,200,75
