,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8187500238418579,0.85995257,300,100,100,100,0.001,0.6,0
1,2,0.8037974834442139,0.85995257,300,100,100,100,0.001,0.6,0
2,3,0.905063271522522,0.85995257,300,100,100,100,0.001,0.6,0
3,4,0.8987341523170471,0.85995257,300,100,100,100,0.001,0.6,0
4,5,0.8734177350997925,0.85995257,300,100,100,100,0.001,0.6,0
