,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7749999761581421,0.8296835,130,10,200,100,0.01,0.4,0.5
1,2,0.8101266026496887,0.8296835,130,10,200,100,0.01,0.4,0.5
2,3,0.8354430198669434,0.8296835,130,10,200,100,0.01,0.4,0.5
3,4,0.8734177350997925,0.8296835,130,10,200,100,0.01,0.4,0.5
4,5,0.8544303774833679,0.8296835,130,10,200,100,0.01,0.4,0.5
