,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.831250011920929,0.8409335,100,20,200,100,0.001,0.4,0
1,2,0.8481012582778931,0.8409335,100,20,200,100,0.001,0.4,0
2,3,0.8291139006614685,0.8409335,100,20,200,100,0.001,0.4,0
3,4,0.8987341523170471,0.8409335,100,20,200,100,0.001,0.4,0
4,5,0.797468364238739,0.8409335,100,20,200,100,0.001,0.4,0
