,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.4437499940395355,0.69001585,100,20,200,100,0.001,0,0.6
1,2,0.6012658476829529,0.69001585,100,20,200,100,0.001,0,0.6
2,3,0.6139240264892578,0.69001585,100,20,200,100,0.001,0,0.6
3,4,0.8734177350997925,0.69001585,100,20,200,100,0.001,0,0.6
4,5,0.9177215099334717,0.69001585,100,20,200,100,0.001,0,0.6
