,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.668749988079071,0.741345,100,20,200,100,0.001,0,0.5
1,2,0.8417721390724182,0.741345,100,20,200,100,0.001,0,0.5
2,3,0.6265822649002075,0.741345,100,20,200,100,0.001,0,0.5
3,4,0.9113923907279968,0.741345,100,20,200,100,0.001,0,0.5
4,5,0.6582278609275818,0.741345,100,20,200,100,0.001,0,0.5
