,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.8374999761581421,0.8675,300,100,100,100,0.001,0.6,0.2
1,2,0.7721518874168396,0.8675,300,100,100,100,0.001,0.6,0.2
2,3,0.9113923907279968,0.8675,300,100,100,100,0.001,0.6,0.2
3,4,0.9113923907279968,0.8675,300,100,100,100,0.001,0.6,0.2
4,5,0.905063271522522,0.8675,300,100,100,100,0.001,0.6,0.2
