,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10047.576609644397,10219.072569777192,100,100,0.01,200,50
1,9974.352808459053,9951.917452627125,100,100,0.01,200,50
2,9919.025693696121,9911.933382247245,100,100,0.01,200,50
3,9925.542564655172,9893.879843506678,100,100,0.01,200,50
4,9933.768150592672,9882.844279224815,100,100,0.01,200,50
5,9927.834826239225,9876.863433326096,100,100,0.01,200,50
6,9902.3759765625,9869.779186912285,100,100,0.01,200,50
7,9905.121262122844,9864.479647539081,100,100,0.01,200,50
8,9887.728717672413,9862.108382995928,100,100,0.01,200,50
9,9872.01626481681,9858.692692111883,100,100,0.01,200,50
10,9879.235452586207,9855.549333953491,100,100,0.01,200,50
11,9882.868702855603,9853.325133546208,100,100,0.01,200,50
12,9868.286941002156,9852.5670519885,100,100,0.01,200,50
13,9872.794450431034,9851.585711491525,100,100,0.01,200,50
14,9871.735553609913,9848.767348373114,100,100,0.01,200,50
15,9857.270474137931,9846.95010172721,100,100,0.01,200,50
16,9857.032832704741,9845.688207972718,100,100,0.01,200,50
17,9859.859341325431,9844.845668498443,100,100,0.01,200,50
18,9866.044484105603,9843.361092757996,100,100,0.01,200,50
19,9866.66928205819,9842.893793797915,100,100,0.01,200,50
20,9859.169787176725,9841.239653678276,100,100,0.01,200,50
21,9863.237203663793,9840.21424807963,100,100,0.01,200,50
22,9856.011887122844,9839.60587724979,100,100,0.01,200,50
23,9858.975990032328,9839.431909682708,100,100,0.01,200,50
24,9851.628805226293,9837.36002869325,100,100,0.01,200,50
25,9852.753771551725,9837.90562531819,100,100,0.01,200,50
26,9858.153623383621,9837.689105455647,100,100,0.01,200,50
27,9851.821827855603,9837.174416308548,100,100,0.01,200,50
28,9852.021989493534,9836.217791686631,100,100,0.01,200,50
29,9846.540779903018,9836.59846669861,100,100,0.01,200,50
30,9845.260977909482,9835.537327896653,100,100,0.01,200,50
31,9843.298592403018,9837.602449220622,100,100,0.01,200,50
32,9850.082603717672,9836.08376304579,100,100,0.01,200,50
33,9850.014345366379,9836.12523068774,100,100,0.01,200,50
34,9857.087284482759,9833.761249419771,100,100,0.01,200,50
35,9855.011786099138,9833.911632557949,100,100,0.01,200,50
36,9845.965618265087,9832.974415185523,100,100,0.01,200,50
37,9840.73306169181,9832.597968824868,100,100,0.01,200,50
38,9844.977606411638,9832.608584672227,100,100,0.01,200,50
39,9846.010809536638,9833.811580524527,100,100,0.01,200,50
40,9841.545763739225,9832.015760230744,100,100,0.01,200,50
41,9841.869410021553,9831.520451661327,100,100,0.01,200,50
42,9843.896720096982,9831.390698464453,100,100,0.01,200,50
43,9839.863685344828,9832.046484281414,100,100,0.01,200,50
44,9839.335870150862,9831.941548031715,100,100,0.01,200,50
45,9840.864762931034,9830.932437503743,100,100,0.01,200,50
46,9842.464911099138,9830.936713883564,100,100,0.01,200,50
47,9847.914567618534,9830.070331684985,100,100,0.01,200,50
48,9841.191540948275,9830.299945065435,100,100,0.01,200,50
49,9844.94790544181,9830.097473290758,100,100,0.01,200,50
