,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.887499988079071,0.8623101,300,100,50,100,0.001,0.6,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
1,2,0.8291139006614685,0.8623101,300,100,50,100,0.001,0.6,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
2,3,0.8797468543052673,0.8623101,300,100,50,100,0.001,0.6,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
3,4,0.892405092716217,0.8623101,300,100,50,100,0.001,0.6,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
4,5,0.8227847814559937,0.8623101,300,100,50,100,0.001,0.6,0.4,True,False,False,categorical_crossentropy,binary_crossentropy
