,val_loss,loss,intermediate_dim,latent_dim,learning_rate,batch_size,epochs
0,10317.532849542025,10160.145992584301,0,100,0.01,100,50
1,10073.205818965518,9999.20461440989,0,100,0.01,100,50
2,10145.69760237069,9986.169951354366,0,100,0.01,100,50
3,10025.257273706897,9984.020804477868,0,100,0.01,100,50
4,10011.640911233837,9977.816831127217,0,100,0.01,100,50
5,10040.42660627694,9974.659817003325,0,100,0.01,100,50
6,10026.679098195043,9974.301317961637,0,100,0.01,100,50
7,10032.355165678879,9969.56846746601,0,100,0.01,100,50
8,10005.696188038793,9969.566174626407,0,100,0.01,100,50
9,10009.02896012931,9968.153451799832,0,100,0.01,100,50
10,10002.459455818966,9967.12382971595,0,100,0.01,100,50
11,10012.091510641163,9966.11870311377,0,100,0.01,100,50
12,9992.556960533406,9964.393732031624,0,100,0.01,100,50
13,9991.839641702587,9964.068263450077,0,100,0.01,100,50
14,10005.417682516163,9964.946985804983,0,100,0.01,100,50
15,9993.537816540947,9963.087307120717,0,100,0.01,100,50
16,9986.319942079741,9963.196583388237,0,100,0.01,100,50
17,9997.096713362069,9962.254474780637,0,100,0.01,100,50
18,9990.752407731681,9961.37815756768,0,100,0.01,100,50
19,9987.469440328663,9962.666029194866,0,100,0.01,100,50
20,9980.227926320043,9960.58140656819,0,100,0.01,100,50
21,9991.057398302803,9960.335701197144,0,100,0.01,100,50
22,9982.467234644397,9961.671302725952,0,100,0.01,100,50
23,9978.631936961207,9961.79160193684,0,100,0.01,100,50
24,9983.021029768319,9961.300135979427,0,100,0.01,100,50
25,9980.759849811422,9960.205681282194,0,100,0.01,100,50
26,9981.034583782328,9960.406599541058,0,100,0.01,100,50
27,9984.308408539871,9962.764295620957,0,100,0.01,100,50
28,9982.259563577587,9960.892439150844,0,100,0.01,100,50
29,9992.021703259697,9960.46643703956,0,100,0.01,100,50
30,9982.537395608837,9960.498424491645,0,100,0.01,100,50
31,9984.594069908406,9959.831079955527,0,100,0.01,100,50
32,9982.187129579741,9960.211306226041,0,100,0.01,100,50
33,9976.055798760775,9960.821823434506,0,100,0.01,100,50
34,9976.681842672413,9961.043746911686,0,100,0.01,100,50
35,9983.378316945043,9960.554877010212,0,100,0.01,100,50
36,9978.395103717672,9958.33360488665,0,100,0.01,100,50
37,9982.083411907328,9958.818781912583,0,100,0.01,100,50
38,9983.379966998922,9960.954363601311,0,100,0.01,100,50
39,9976.618854391163,9959.729731765841,0,100,0.01,100,50
40,9980.478111530172,9960.188737197532,0,100,0.01,100,50
41,9978.186607623922,9960.712961281894,0,100,0.01,100,50
42,9977.55029296875,9959.668930338854,0,100,0.01,100,50
43,9970.663456357759,9960.17086942606,0,100,0.01,100,50
44,9972.548962823275,9958.594680705708,0,100,0.01,100,50
45,9982.180091594828,9960.637229725682,0,100,0.01,100,50
46,9973.514564251078,9958.923309194568,0,100,0.01,100,50
47,9973.734122440732,9960.287440199,0,100,0.01,100,50
48,9972.844137257543,9959.989612032823,0,100,0.01,100,50
49,9978.695884967672,9959.835745182228,0,100,0.01,100,50
