,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.856249988079071,0.85985756,130,10,200,100,0.01,0.6,0
1,2,0.8417721390724182,0.85985756,130,10,200,100,0.01,0.6,0
2,3,0.8417721390724182,0.85985756,130,10,200,100,0.01,0.6,0
3,4,0.9177215099334717,0.85985756,130,10,200,100,0.01,0.6,0
4,5,0.8417721390724182,0.85985756,130,10,200,100,0.01,0.6,0
