,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.699999988079071,0.80455697,300,100,100,100,0.001,0.2,0
1,2,0.8354430198669434,0.80455697,300,100,100,100,0.001,0.2,0
2,3,0.892405092716217,0.80455697,300,100,100,100,0.001,0.2,0
3,4,0.7848101258277893,0.80455697,300,100,100,100,0.001,0.2,0
4,5,0.8101266026496887,0.80455697,300,100,100,100,0.001,0.2,0
