,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.59375,0.7896361,100,20,200,100,0.001,0,0
1,2,0.8354430198669434,0.7896361,100,20,200,100,0.001,0,0
2,3,0.8607594966888428,0.7896361,100,20,200,100,0.001,0,0
3,4,0.9113923907279968,0.7896361,100,20,200,100,0.001,0,0
4,5,0.746835470199585,0.7896361,100,20,200,100,0.001,0,0
