,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.7875000238418579,0.77901906,130,10,200,100,0.01,0,0.2
1,2,0.6708860993385315,0.77901906,130,10,200,100,0.01,0,0.2
2,3,0.8481012582778931,0.77901906,130,10,200,100,0.01,0,0.2
3,4,0.8797468543052673,0.77901906,130,10,200,100,0.01,0,0.2
4,5,0.7088607549667358,0.77901906,130,10,200,100,0.01,0,0.2
