,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.737500011920929,0.6981329,130,10,200,100,0.01,0,0.4
1,2,0.746835470199585,0.6981329,130,10,200,100,0.01,0,0.4
2,3,0.3987341821193695,0.6981329,130,10,200,100,0.01,0,0.4
3,4,0.8860759735107422,0.6981329,130,10,200,100,0.01,0,0.4
4,5,0.7215189933776855,0.6981329,130,10,200,100,0.01,0,0.4
