,Fold,accuracy,mean_accuracy,hidden_1,hidden_2,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden
0,1,0.831250011920929,0.8472627,130,10,200,100,0.01,0.8,0.6
1,2,0.8354430198669434,0.8472627,130,10,200,100,0.01,0.8,0.6
2,3,0.8544303774833679,0.8472627,130,10,200,100,0.01,0.8,0.6
3,4,0.8987341523170471,0.8472627,130,10,200,100,0.01,0.8,0.6
4,5,0.8164557218551636,0.8472627,130,10,200,100,0.01,0.8,0.6
