,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8575000166893005,0.8437785,100,20,200,100,0.01,0.4,0.8,True,False,True,categorical_crossentropy,binary_crossentropy
1,2,0.8101266026496887,0.8437785,100,20,200,100,0.01,0.4,0.8,True,False,True,categorical_crossentropy,binary_crossentropy
2,3,0.8715189695358276,0.8437785,100,20,200,100,0.01,0.4,0.8,True,False,True,categorical_crossentropy,binary_crossentropy
3,4,0.8164557218551636,0.8437785,100,20,200,100,0.01,0.4,0.8,True,False,True,categorical_crossentropy,binary_crossentropy
4,5,0.8632911443710327,0.8437785,100,20,200,100,0.01,0.4,0.8,True,False,True,categorical_crossentropy,binary_crossentropy
