,Fold,accuracy,mean_accuracy,intermediate_dim,latent_dim,batch_size,epochs_vae,learning_rate,dropout_input,dropout_hidden,dropout_decoder,freeze_weights,classifier_use_z,classifier_loss,reconstruction_loss
0,1,0.8125,0.846424,300,100,50,100,0.001,0,0,True,False,True,categorical_crossentropy,binary_crossentropy
1,2,0.8341771960258484,0.846424,300,100,50,100,0.001,0,0,True,False,True,categorical_crossentropy,binary_crossentropy
2,3,0.8835443258285522,0.846424,300,100,50,100,0.001,0,0,True,False,True,categorical_crossentropy,binary_crossentropy
3,4,0.8405063152313232,0.846424,300,100,50,100,0.001,0,0,True,False,True,categorical_crossentropy,binary_crossentropy
4,5,0.8613923788070679,0.846424,300,100,50,100,0.001,0,0,True,False,True,categorical_crossentropy,binary_crossentropy
